,zoneid,wealth index,crime index
726,12457-13129970500,-0.63,-0.01
727,12457-13015960200,-0.5,-0.45
728,12457-13129970200,-0.46,-0.61
729,12457-13129970100,-0.61,-0.72
730,12457-13129970300,-0.99,-0.26
731,12457-13129970400,-0.66,-0.25
732,12457-13129970900,-0.67,-0.7
733,96265-,-0.96,0.0
734,50338-,-0.89,-0.47
735,52066-37155961200,-1.02,5.31
736,52066-37155960801,-1.58,3.49
737,52066-37155960701,-0.95,0.24
738,52066-37155961100,-1.38,2.61
739,52066-37155960802,-1.18,2.58
740,52066-37155960600,-1.15,0.02
741,52066-37155960900,-0.66,3.46
742,52066-37155961302,-0.88,1.94
743,52066-37155960702,-1.0,-0.25
744,52066-37155961500,-0.89,-0.4
745,52066-37155961601,-1.1,-0.2
746,52066-37155961301,-0.37,0.25
747,52066-37155961000,-0.96,3.61
748,82522-37101041101,-0.22,-0.58
749,82522-37101040901,-0.15,-0.48
750,82522-37101041202,-0.74,-0.4
751,82522-37101040301,-1.04,0.19
752,82522-37101040800,-0.51,0.63
753,82522-37101040700,-0.61,0.4
754,82522-37101040400,-0.6,-0.54
755,82522-37101040302,-0.92,0.02
756,82522-37101040902,-0.47,-0.45
757,82522-37101041201,-0.44,-0.43
758,82522-37101040600,-1.1,0.01
759,18760-,-0.59,-0.37
760,28117-41039001902,-0.77,1.63
761,28117-41039004403,-0.8,3.95
762,28117-41039002102,-0.89,1.31
763,28117-41039003700,-0.92,3.08
764,28117-41039002904,0.35,1.35
765,28117-41039002800,-0.43,0.05
766,28117-41039002202,0.7,-0.05
767,28117-41039002403,0.3,-0.06
768,28117-41039001904,-0.7,0.63
769,28117-41039000300,0.09,-0.44
770,28117-41039000404,0.71,-0.6
771,28117-41039002301,-0.12,0.37
772,28117-41039004900,0.88,1.32
773,28117-41039002503,-0.19,0.78
774,28117-41039002504,-0.53,0.57
775,28117-41039002101,-0.48,0.18
776,28117-41039004401,-0.51,2.8
777,28117-41039002600,-0.56,0.7
778,28117-41039001002,0.7,-0.55
779,28117-41039003101,0.3,1.26
780,28117-41039002401,0.81,-0.22
781,28117-41039003500,-0.25,-0.14
782,28117-41039002501,-0.32,0.45
783,28117-41039004100,-0.2,0.32
784,28117-41039004200,-0.91,2.2
785,28117-41039001903,-0.54,1.02
786,28117-41039002302,-0.09,-0.16
787,28117-41039001700,0.08,-0.4
788,28117-41039003102,-0.18,1.56
789,28117-41039003000,0.45,0.43
790,28117-41039002700,-0.44,0.58
791,28117-41039004300,-0.92,1.58
792,28117-41039001001,0.04,-0.53
793,28117-41039001101,0.56,-0.56
794,28117-41039003202,-0.11,0.68
795,28117-41039000200,0.57,-0.63
796,28117-41039001801,0.24,-0.33
797,28117-41039001803,-0.35,0.04
798,28117-41039003400,-0.82,1.6
799,28117-41039002001,-0.08,-0.19
800,28117-41039004405,1.11,-0.32
801,28117-41039005400,0.53,-0.1
802,28117-41039002002,0.02,0.31
803,28117-41039003600,0.29,0.01
804,28117-41039001804,0.05,-0.3
805,28117-41039002201,0.85,-0.05
806,28117-41039005000,0.25,0.35
807,28117-41039002404,0.0,0.12
808,65701-45075011200,-1.32,0.34
809,65701-45075011100,-1.13,0.81
810,65701-45075010600,-1.11,0.83
811,65701-45075010700,-0.86,0.47
812,65701-45075010900,-0.6,0.01
813,65701-45075011400,-1.13,2.14
814,65701-45075011500,-1.05,0.44
815,65701-45075011300,-1.44,2.91
816,65701-45075011000,-0.71,0.73
817,65701-45075010800,-0.96,0.49
818,65701-45075011600,-0.82,-0.04
819,40240-,-0.53,-0.66
820,95752-,-0.8,-0.53
821,52201-51009010200,-0.43,-0.65
822,52201-51031020300,-0.32,-0.31
823,52201-51031020402,-0.09,-0.31
824,52201-51680001400,-1.43,-0.13
825,52201-51680001800,-0.12,-0.15
826,52201-51009010502,-0.64,-0.49
827,52201-51031020101,-0.32,-0.56
828,52201-51031020401,-0.63,-0.2
829,52201-51009010504,-0.57,-0.31
830,52201-51009010503,-0.88,-0.28
831,52201-51680001700,-0.17,-0.09
832,52201-51680000300,-0.38,0.14
833,52201-51009010300,0.06,-0.74
834,52201-51019030201,0.34,-0.8
835,52201-51019030101,0.73,-0.8
836,52201-51009010600,-0.78,-0.57
837,52201-51031020403,-0.38,-0.62
838,52201-51680000900,-0.72,0.08
839,52201-51680000700,-1.13,0.86
840,52201-51680001000,-0.73,0.33
841,52201-51680000202,-0.79,0.49
842,52201-51680001900,-0.95,0.16
843,52201-51680001600,-0.79,0.15
844,52201-51009010401,-0.53,-0.59
845,52201-51019030104,0.03,-0.67
846,52201-51680000201,0.35,-0.47
847,52201-51680000802,-0.62,0.22
848,52201-51019030103,0.5,-0.65
849,52201-51031020200,-0.53,-0.47
850,52201-51680000400,-1.13,0.78
851,52201-51009010402,-0.35,-0.57
852,52201-51680000100,0.46,-0.17
853,52201-51019030202,0.04,-0.73
854,96103-51840000100,-0.95,1.48
855,96103-51840000302,-0.14,0.16
856,96103-51840000301,-0.67,1.02
857,96103-51069050400,-0.05,-0.65
858,96103-51840000201,0.41,0.21
859,96103-51069050100,0.03,-0.66
860,96103-51069050300,0.17,-0.72
861,96103-51069050801,0.11,-0.55
862,96103-51069051102,-0.44,-0.16
863,96103-51069050803,0.14,-0.28
864,96103-51069050600,0.5,-0.52
865,96103-51043010100,0.5,-0.72
866,96103-51069050500,0.38,-0.57
867,96103-51069050200,0.73,-0.63
868,96103-51043010200,0.71,-0.75
869,96103-51069050900,0.01,-0.46
870,96103-51069051101,0.65,-0.55
871,96103-51069050802,0.16,-0.5
872,96103-51069051000,0.53,-0.31
873,96103-51840000202,0.83,0.16
874,59275-54061012000,0.28,0.53
875,59275-54061010102,-1.32,0.75
876,59275-54061011300,-0.39,-0.7
877,59275-54061011900,0.45,-0.76
878,59275-54061011805,0.3,-0.73
879,59275-54061011803,-0.24,-0.7
880,59275-54061010600,-0.26,-0.32
881,59275-54061010201,-0.92,0.53
882,59275-54061011700,0.49,-0.76
883,59275-54061011500,-0.08,-0.69
884,59275-54061010700,-0.76,0.09
885,59275-54061010400,-0.36,-0.42
886,59275-54061011100,-0.4,-0.38
887,59275-54061011000,-0.64,0.42
888,59275-54061011804,0.19,-0.76
889,59275-54061011600,0.37,-0.69
890,59275-54061011200,-1.12,0.77
891,59275-54061010902,0.41,-0.48
892,59275-54061011806,0.93,-0.73
893,28873-54049021300,-0.8,-0.81
894,28873-54091964700,-0.13,-0.8
895,28873-54033032000,-0.53,-0.76
896,28873-54049021200,-0.06,-0.72
897,28873-54049020300,-0.26,-0.41
898,28873-54049020600,-0.79,-0.5
899,28873-54049021500,-0.48,-0.83
900,28873-54049021000,-0.35,-0.84
901,28873-54049020500,-1.09,-0.24
902,28873-54049021100,-0.27,-0.57
903,28873-54049021400,-0.52,-0.85
904,28873-54049020900,-0.3,-0.8
905,28873-54049020700,-0.86,-0.59
906,28873-54049020400,-0.13,-0.73
907,28873-54049020800,-0.94,-0.22
908,28873-54049020200,-0.22,-0.41
909,14482-56025000300,-0.59,1.51
910,14482-56025001700,0.01,-0.44
911,14482-56025001100,-0.45,-0.38
912,14482-56025000800,-0.64,0.42
913,14482-56025001200,-0.92,-0.26
914,14482-56025001602,0.7,-0.21
915,14482-56025001000,-0.1,-0.15
916,14482-56025000600,-0.16,0.08
917,14482-56025000901,-0.07,0.2
918,14482-56025000902,0.58,0.36
919,14482-56025001603,1.21,-0.52
920,14482-56025000501,-0.07,0.4
921,14482-56025000200,-0.82,0.9
922,14482-56025000400,-0.55,1.65
923,65458-,-0.42,-0.8
924,02629-01015001300,-1.14,-0.72
925,02629-01015000200,-1.01,2.46
926,02629-01015000600,-1.5,3.1
927,02629-01015000500,-1.48,3.17
928,02629-01015981901,,0.6
929,02629-01015000300,-1.22,5.74
930,02629-01015002000,-0.24,-0.87
931,02629-01015001700,-0.82,-0.75
932,02629-01015002102,-0.17,-0.06
933,02629-01015002501,-0.3,-0.87
934,02629-01015002103,-0.68,0.17
935,02629-01015000900,-0.32,0.46
936,02629-01015001400,-0.91,-0.76
937,02629-01015000400,-1.32,0.34
938,02629-01015001800,-0.63,-0.05
939,02629-01015001600,-1.08,-0.64
940,02629-01015001100,-0.33,0.1
941,02629-01121010101,0.3,-0.07
942,02629-01015001000,-0.22,0.17
943,02629-01015002101,-1.2,0.0
944,02629-01015001202,-0.69,0.15
945,02629-01015001201,-0.9,0.74
946,02629-01015000800,-1.02,2.18
947,02629-01015000700,-0.44,1.15
948,02629-01121010102,-0.8,-0.34
949,02629-01015001500,,0.6
950,29818-04005001101,0.29,0.25
951,29818-04005000300,-0.62,1.14
952,29818-04005001301,0.56,-0.54
953,29818-04005000100,1.25,0.01
954,29818-04005001102,-0.52,0.88
955,29818-04005000200,0.58,0.52
956,29818-04005000400,-0.05,2.67
957,29818-04005000800,-0.46,1.14
958,29818-04005000700,0.2,0.66
959,29818-04005001000,-1.59,2.84
960,29818-04005000900,1.32,0.2
961,29818-04005000500,-0.3,0.55
962,29818-04005000600,0.76,-0.1
963,29818-04005001200,0.44,0.31
964,69454-05069001401,-1.15,2.12
965,69454-05069001600,-1.24,3.98
966,69454-05069001700,-1.19,3.12
967,69454-05069001300,-1.32,1.83
968,69454-05069001402,-1.03,1.52
969,69454-05069001200,-1.45,2.89
970,69454-05069002500,-1.08,0.09
971,69454-05069002103,-0.83,1.42
972,69454-05069000301,-0.43,-0.36
973,69454-05069001800,-0.31,1.69
974,69454-05069001000,-1.27,2.63
975,69454-05069001903,-1.16,1.02
976,69454-05069001901,-1.01,0.35
977,69454-05069000302,-0.46,-0.57
978,69454-05069002104,-0.37,-0.19
979,69454-05069000303,-0.86,0.27
980,69454-05069001502,-0.96,2.34
981,69454-05069000502,-1.21,0.73
982,01225-,-0.58,-0.6
983,55375-,0.07,-0.77
984,69157-,-0.68,-0.83
985,95887-,-0.28,-0.6
986,59221-22007050600,-0.89,-0.67
987,59221-22101040900,-0.7,-0.32
988,59221-22101040400,-1.0,3.01
989,59221-22101040800,-0.43,-0.43
990,59221-22101040200,-0.47,0.54
991,59221-22101040300,-1.13,1.33
992,59221-22099021000,-0.66,-0.68
993,59221-22101040700,-1.15,0.45
994,59221-22101040600,-0.83,0.1
995,59221-22101040500,-0.58,-0.49
996,98236-,-0.07,-0.6
997,37702-,-0.42,0.08
998,98074-39119912000,-0.9,-0.07
999,98074-39119912100,-1.38,2.9
1000,98074-39119911300,-0.6,-0.63
1001,98074-39119911500,-0.57,-0.09
1002,98074-39119911200,-0.37,-0.74
1003,98074-39119911000,-0.54,-0.67
1004,98074-39119912700,-0.07,-0.49
1005,98074-39119911100,-0.47,-0.57
1006,98074-39119912300,-0.8,-0.49
1007,98074-39119912500,-0.83,-0.64
1008,98074-39119912200,-1.13,0.79
1009,98074-39119912400,-0.73,-0.56
1010,98074-39119911800,-0.85,1.38
1011,98074-39119911700,-0.85,0.87
1012,98074-39119911900,-1.07,0.27
1013,98074-39119912600,-0.61,-0.65
1014,98074-39119911400,-1.02,0.39
1015,98074-39119911600,-0.29,-0.16
1016,38485-41059951100,-0.24,-0.09
1017,38485-41059951200,-0.35,-0.02
1018,38485-41059951300,-0.13,-0.32
1019,38485-41059951000,-0.46,0.17
1020,38485-41059950900,-0.68,-0.35
1021,38485-41059950800,-0.56,-0.45
1022,19936-41011000504,-0.54,0.86
1023,19936-41011000400,-0.24,0.51
1024,19936-41011000700,-0.6,0.16
1025,19936-41011000800,-0.06,-0.19
1026,19936-41011000100,-0.16,-0.59
1027,19936-41011000300,-0.4,2.09
1028,19936-41011000600,0.09,0.61
1029,21016-,-0.87,-0.19
1030,29953-01033020703,-0.4,1.82
1031,29953-01077011000,-0.77,1.15
1032,29953-01077010300,-1.49,1.9
1033,29953-01077010200,-1.02,1.09
1034,29953-01077010900,-0.56,0.65
1035,29953-01033020400,-0.1,-0.03
1036,29953-01077010400,-0.81,0.98
1037,29953-01077010700,-1.37,1.37
1038,29953-01077011200,-0.31,-0.82
1039,29953-01077011501,-0.21,-0.37
1040,29953-01077011502,-0.05,-0.82
1041,29953-01077011603,-0.32,-0.8
1042,29953-01077011102,-0.27,-0.11
1043,29953-01033020200,-0.96,1.97
1044,29953-01077010800,-1.13,0.58
1045,29953-01077011101,-0.26,-0.11
1046,29953-01033020600,-0.94,0.13
1047,29953-01077011604,0.0,-0.82
1048,29953-01033020500,-0.57,-0.01
1049,29953-01033020901,-0.92,-0.66
1050,29953-01033020300,-1.07,1.0
1051,29953-01033020704,-0.33,1.14
1052,29953-01033020701,-0.23,0.11
1053,29953-01033020100,-0.86,1.4
1054,29953-01077010100,-1.45,0.57
1055,62407-09009157300,1.74,-0.5
1056,62407-09009154700,0.57,-0.06
1057,62407-09009157100,0.54,0.94
1058,62407-09009157200,1.4,-0.13
1059,62407-09009157400,1.69,-0.1
1060,62407-09009141100,0.56,0.13
1061,62407-09009170400,-0.39,-0.33
1062,62407-09007610300,0.58,-0.42
1063,62407-09009142700,-0.86,2.55
1064,62407-09009184500,0.58,-0.61
1065,62407-09007610400,0.72,-0.41
1066,62407-09009166001,0.17,0.85
1067,62407-09009170800,-0.5,0.52
1068,62407-09009180200,-0.19,0.54
1069,62407-09009343400,1.51,-0.69
1070,62407-09007610200,0.23,-0.17
1071,62407-09009184200,-0.19,-0.08
1072,62407-09009167100,1.31,-0.39
1073,62407-09009171200,0.36,-0.37
1074,62407-09009175700,0.64,-0.76
1075,62407-09007680100,1.08,-0.29
1076,62407-09009184600,2.31,-0.64
1077,62407-09009154200,-0.43,0.88
1078,62407-09009165900,0.83,-0.49
1079,62407-09009165400,0.35,0.93
1080,62407-09009170600,-0.33,-0.03
1081,62407-09009165700,-0.22,0.87
1082,62407-09009170500,0.48,-0.41
1083,62407-09007670200,0.69,-0.64
1084,62407-09009171700,0.35,-0.49
1085,62407-09009141300,-0.79,0.86
1086,62407-09009194100,1.81,-0.77
1087,62407-09007630100,0.98,-0.18
1088,62407-09009190100,1.43,-0.48
1089,62407-09009180100,-0.07,0.03
1090,62407-09007585100,1.25,-0.43
1091,62407-09009167202,0.39,-0.36
1092,62407-09009165600,-0.27,1.55
1093,62407-09009184300,0.75,-0.28
1094,62407-09009194202,1.83,-0.84
1095,62407-09009154100,-0.3,0.31
1096,62407-09009180400,0.19,-0.24
1097,62407-09009184400,1.32,-0.53
1098,62407-09009343200,1.19,-0.68
1099,62407-09009343300,1.44,-0.76
1100,62407-09007580100,0.71,-0.37
1101,62407-09009165801,-0.0,0.8
1102,62407-09009361500,-0.62,0.94
1103,62407-09009190302,1.4,-0.61
1104,62407-09007670100,1.13,-0.76
1105,62407-09007610100,0.57,-0.13
1106,62407-09009343101,1.04,-0.59
1107,62407-09009190200,2.08,-0.64
1108,62407-09009343102,1.41,-0.67
1109,62407-09009154600,-0.6,0.88
1110,62407-09009171600,-0.02,-0.2
1111,62407-09009171100,-0.14,-0.0
1112,62407-09009184100,-0.05,0.11
1113,62407-09009165802,0.62,-0.33
1114,62407-09009142800,0.2,0.83
1115,62407-09009194201,1.46,-0.84
1116,72613-08101002300,-0.81,2.14
1117,72613-08101003500,-1.07,0.85
1118,72613-08101000100,-0.29,1.02
1119,72613-08101003004,1.11,-0.21
1120,72613-08101003104,-0.22,-0.13
1121,72613-08101002808,0.46,-0.08
1122,72613-08101002600,-1.22,2.85
1123,72613-08101001600,-0.31,1.11
1124,72613-08101002901,-1.07,1.04
1125,72613-08101003105,0.16,-0.46
1126,72613-08101002903,-0.26,0.13
1127,72613-08101003103,-0.43,0.28
1128,72613-08101003106,-0.37,-0.3
1129,72613-08101000500,-0.75,1.46
1130,72613-08101000800,-1.24,2.42
1131,72613-08101000904,-0.67,2.08
1132,72613-08101002700,-0.75,2.21
1133,72613-08101002802,-0.52,0.59
1134,72613-08101002918,-0.15,-0.48
1135,72613-08101002913,0.31,-0.25
1136,72613-08101002000,-1.2,2.61
1137,72613-08101002906,0.29,-0.58
1138,72613-08101002911,0.25,-0.54
1139,72613-08101001200,-1.25,1.44
1140,72613-08101002912,-0.53,0.3
1141,72613-08101000200,-1.01,0.68
1142,72613-08101002914,-0.38,0.22
1143,72613-08101002916,-0.88,0.81
1144,72613-08101002915,-0.1,0.07
1145,72613-08101002801,-0.77,2.66
1146,72613-08101001700,-0.53,1.56
1147,72613-08101003001,-1.01,0.12
1148,72613-08101002807,-0.27,0.48
1149,72613-08101002917,0.34,-0.52
1150,72613-08101000902,-0.69,2.14
1151,80400-12009065231,0.1,-0.58
1152,80400-12009065236,0.34,-0.64
1153,80400-12111381000,,0.62
1154,80400-12111381204,0.73,-0.7
1155,80400-12061050100,-0.69,0.51
1156,80400-12061050703,0.27,-0.48
1157,80400-12061050302,-0.91,0.01
1158,80400-12111381102,-0.33,-0.43
1159,80400-12061050604,-0.61,-0.32
1160,80400-12061050603,-0.4,0.04
1161,80400-12061050401,-1.19,0.22
1162,80400-12061980000,,-0.06
1163,80400-12061050902,-0.38,-0.57
1164,80400-12009065235,-0.69,-0.11
1165,80400-12061050704,-0.33,-0.36
1166,80400-12009065234,-0.77,-0.32
1167,80400-12111381101,-0.68,0.07
1168,80400-12061050702,0.12,-0.23
1169,80400-12061050606,-0.61,0.11
1170,80400-12061050705,0.06,-0.36
1171,80400-12061050605,-0.12,-0.43
1172,80400-12061050602,-0.32,0.04
1173,80400-12061050808,-0.46,-0.38
1174,80400-12061050805,-0.72,-0.55
1175,80400-12061050903,-0.8,-0.5
1176,80400-12061050301,0.75,-0.47
1177,80400-12061050402,-0.13,0.16
1178,80400-12061050806,-0.25,-0.4
1179,80400-12061050200,-0.37,-0.16
1180,80400-12061050802,-0.15,-0.49
1181,80400-12061050601,-0.5,-0.09
1182,80400-12061050804,0.63,-0.69
1183,80400-12061050807,-0.45,-0.44
1184,53848-20161000500,-1.11,0.86
1185,53848-20161001301,0.4,-0.49
1186,53848-20149000100,-0.1,-0.62
1187,53848-20161000600,0.39,-0.54
1188,53848-20161000200,-0.61,-0.09
1189,53848-20161001100,-0.68,-0.01
1190,53848-20161000304,-0.49,0.71
1191,53848-20161000700,-0.48,0.37
1192,22253-51590001000,-1.16,1.24
1193,22253-51590001200,-0.49,-0.04
1194,22253-51143010802,-0.82,-0.69
1195,22253-51143011200,-0.5,-0.71
1196,22253-51143011400,-0.69,-0.68
1197,22253-51143011300,-0.47,-0.72
1198,22253-51590980100,,0.47
1199,22253-51590001302,-1.22,0.39
1200,22253-51143011002,-0.24,-0.77
1201,22253-51143011001,-0.6,-0.74
1202,22253-37033930300,-0.88,-0.49
1203,22253-51143010801,-0.74,-0.72
1204,22253-51590000900,-1.02,0.18
1205,22253-51590000700,-0.09,0.49
1206,22253-51590000800,-0.7,0.27
1207,22253-51590001100,-1.03,0.5
1208,22253-51590000400,-1.35,1.14
1209,22253-51590000500,-1.08,1.52
1210,22253-51590001301,-0.93,0.14
1211,22253-51590000100,-0.8,0.72
1212,22253-51590001400,-0.48,-0.22
1213,22253-51143010900,-0.57,-0.77
1214,22253-51590000300,-1.16,1.47
1215,17668-39035155102,0.53,-0.34
1216,17668-39085204200,-0.76,0.07
1217,17668-39035186104,0.14,-0.37
1218,17668-39035130103,1.42,-0.76
1219,17668-39035130104,1.31,-0.75
1220,17668-39103416200,-0.06,-0.76
1221,17668-39035170102,0.14,-0.18
1222,17668-39093080500,0.61,-0.83
1223,17668-39153534000,1.62,-0.75
1224,17668-39085206600,-0.4,-0.06
1225,17668-39093013200,0.85,-0.79
1226,17668-39093013100,1.07,-0.81
1227,17668-39085205702,-0.55,-0.38
1228,17668-39103408202,0.3,-0.68
1229,17668-39153530103,0.08,-0.71
1230,17668-39153532703,0.44,-0.55
1231,17668-39035154502,-0.53,0.22
1232,17668-39035107701,0.97,1.46
1233,17668-39035195900,2.12,-0.59
1234,17668-39133600401,-0.27,-0.32
1235,17668-39035189110,0.12,-0.24
1236,17668-39133600302,1.05,-0.66
1237,17668-39085202100,-0.72,0.18
1238,17668-39153533200,1.41,-0.71
1239,17668-39153530104,0.03,-0.66
1240,17668-39035186201,0.18,-0.01
1241,17668-39103415200,-0.09,-0.72
1242,17668-39085203400,-0.23,0.02
1243,17668-39103415100,0.46,-0.81
1244,17668-39085200600,-0.25,-0.25
1245,17668-39103415800,0.23,-0.83
1246,17668-39035173106,-0.22,-0.37
1247,17668-39153533102,2.12,-0.7
1248,17668-39085203000,0.2,-0.1
1249,17668-39153534100,2.98,-0.84
1250,17668-39035134206,-0.19,-0.81
1251,17668-39035155101,1.53,-0.55
1252,17668-39035179102,4.85,-0.84
1253,17668-39035189108,1.45,-0.63
1254,17668-39093010200,0.35,-0.69
1255,17668-39103416400,-0.26,-0.69
1256,17668-39035186105,0.37,-0.27
1257,17668-39093080103,-0.34,-0.61
1258,17668-39103408302,0.58,-0.66
1259,17668-39035152202,-0.9,1.31
1260,17668-39085201700,-0.49,0.03
1261,17668-39133600301,1.13,-0.61
1262,17668-39035136103,0.5,-0.9
1263,17668-39035173104,0.0,-0.48
1264,17668-39035179101,2.76,-0.68
1265,17668-39093010400,0.05,-0.62
1266,17668-39103415300,-0.34,-0.6
1267,17668-39035135105,1.26,-0.82
1268,17668-39035189111,1.1,-0.5
1269,17668-39085206400,0.93,-0.94
1270,17668-39035184108,1.79,-0.62
1271,17668-39153532701,0.91,-0.3
1272,17668-39103416100,0.02,-0.8
1273,17668-39035111202,-1.24,1.8
1274,17668-39055311600,1.34,-0.9
1275,17668-39035152303,-0.68,0.49
1276,17668-39085205300,0.2,-0.86
1277,17668-39085206300,-0.1,-0.87
1278,17668-39103408001,-0.22,-0.28
1279,17668-39035186205,0.75,-0.27
1280,17668-39103408100,-0.23,-0.49
1281,17668-39035186103,0.8,-0.45
1282,17668-39085205100,1.64,-0.87
1283,17668-39035175105,0.66,-0.79
1284,17668-39093097400,1.17,-0.77
1285,17668-39085206000,-0.71,-0.54
1286,17668-39093010300,0.22,-0.64
1287,17668-39035172201,-0.37,-0.25
1288,17668-39035172202,0.08,-0.32
1289,17668-39035170202,-0.0,-0.32
1290,17668-39035174203,0.28,-0.51
1291,17668-39085206200,-0.35,-0.86
1292,17668-39153532501,1.53,-0.67
1293,17668-39035192800,2.39,-0.44
1294,17668-39085202600,-0.43,-0.2
1295,17668-39035107101,0.8,0.54
1296,17668-39093080700,0.32,-0.83
1297,17668-39035189109,0.39,-0.39
1298,17668-39035176200,-0.23,-0.8
1299,17668-39035175201,0.39,-0.78
1300,17668-39085202700,0.67,-0.41
1301,17668-39085206500,-0.08,-0.33
1302,17668-39103416000,-0.16,-0.7
1303,17668-39035174204,-0.16,-0.36
1304,17668-39035108201,-0.67,1.35
1305,17668-39085204000,-0.51,0.64
1306,17668-39035176100,0.34,-0.85
1307,17668-39085205400,-0.09,-0.83
1308,17668-39085204302,-0.79,0.07
1309,17668-39055310700,0.76,-0.89
1310,17668-39035194300,0.6,-0.74
1311,17668-39085202900,-0.05,-0.19
1312,17668-39035117800,-1.21,1.78
1313,17668-39055311800,1.26,-0.31
1314,17668-39085204800,-0.09,-0.79
1315,17668-39085204900,-0.08,-0.8
1316,17668-39035136102,0.9,-0.91
1317,17668-39153530108,0.66,-0.77
1318,17668-39153530101,0.41,-0.87
1319,17668-39035134300,-0.75,-0.15
1320,17668-39035980100,,3.07
1321,17668-39035184103,1.87,-0.7
1322,17668-39035184104,0.62,-0.59
1323,17668-39035186203,0.5,-0.56
1324,17668-39035175202,0.52,-0.83
1325,17668-39035181100,1.88,-0.79
1326,17668-39085205701,-0.26,-0.54
1327,17668-39153533101,2.03,-0.77
1328,17668-39085206100,-0.35,-0.6
1329,17668-39085202800,-0.14,-0.08
1330,17668-39093080600,-0.15,-0.76
1331,17668-39035103602,0.39,1.45
1332,17668-39035194900,1.32,-0.78
1333,17668-39035195800,2.33,-0.74
1334,17668-39103415400,0.15,-0.71
1335,17668-39103408201,-0.32,-0.62
1336,17668-39153532706,0.27,-0.81
1337,17668-39035152502,-0.97,0.8
1338,17668-39055310600,0.41,-0.89
1339,17668-39085201900,-0.28,-0.1
1340,17668-39035186107,0.76,-0.48
1341,17668-39035134204,-0.5,-0.67
1342,17668-39035136101,0.72,-0.87
1343,17668-39085203500,0.35,-0.38
1344,17668-39085204301,0.15,-0.52
1345,17668-39035135104,1.31,-0.84
1346,17668-39103408003,0.06,-0.57
1347,17668-39035192900,0.48,-0.32
1348,17668-39085204400,-0.69,-0.32
1349,17668-39133600403,-0.37,-0.36
1350,17668-39103408002,0.89,-0.66
1351,17668-39035186206,1.27,-0.56
1352,17668-39085202000,-0.42,-0.06
1353,17668-39055311700,2.02,-0.18
1354,17668-39035134203,0.26,-0.88
1355,17668-39103408301,0.72,-0.78
1356,17668-39035174103,-0.31,-0.48
1357,17668-39035186106,-0.19,0.19
1358,17668-39085205002,0.52,-0.83
1359,17668-39085202500,-0.54,-0.22
1360,17668-39093080104,-0.35,-0.7
1361,17668-39035190504,0.47,-0.87
